         7x9E                     (7x9E.dat)                                                                                                                                        
         v2024-0915                                                                                                                                                                 
         Simulation Date: 09/27/2024                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
      102.78      1.2921      0.6465      0.0205      0.0409       0.096       0.502       0.226      71.290       0.057       1.003       1.435        0.36      90145.    0.0571  
      106.59      1.3399      0.4657      0.0101      0.0290       0.068       0.356       0.111      50.543       0.040       0.494       0.997        0.36      90905.    0.0278  
      110.39      1.3878     -0.0050     -0.0001      0.0169       0.040       0.208      -0.001      29.503       0.023      -0.003      -0.010        0.36      91682.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      13000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1507      0.0946       0.281       1.363       1.949     209.580       0.154       8.670       4.218        0.36      85028.    0.4937  
        4.13      0.0479      0.0749      0.1504      0.0962       0.286       1.386       1.945     213.156       0.157       8.653       4.139        0.36      85151.    0.4840  
        8.25      0.0958      0.1466      0.1501      0.0981       0.291       1.413       1.942     217.297       0.160       8.636       4.053        0.36      85293.    0.4734  
       12.38      0.1436      0.2148      0.1499      0.1002       0.298       1.444       1.938     222.021       0.163       8.619       3.959        0.36      85458.    0.4619  
       16.50      0.1915      0.2791      0.1495      0.1026       0.305       1.478       1.934     227.329       0.167       8.601       3.858        0.36      85645.    0.4497  
       20.63      0.2394      0.3393      0.1492      0.1052       0.313       1.516       1.929     233.196       0.171       8.581       3.752        0.36      85858.    0.4368  
       24.75      0.2873      0.3952      0.1487      0.1081       0.321       1.558       1.923     239.564       0.176       8.555       3.641        0.36      86097.    0.4233  
       28.88      0.3351      0.4466      0.1482      0.1112       0.330       1.602       1.916     246.337       0.181       8.522       3.528        0.36      86363.    0.4093  
       33.00      0.3830      0.4937      0.1474      0.1144       0.340       1.647       1.906     253.378       0.186       8.478       3.412        0.36      86658.    0.3948  
       37.13      0.4309      0.5364      0.1464      0.1176       0.349       1.694       1.893     260.496       0.191       8.419       3.296        0.36      86982.    0.3800  
       41.26      0.4788      0.5752      0.1450      0.1207       0.359       1.739       1.875     267.451       0.196       8.341       3.180        0.37      87335.    0.3650  
       45.38      0.5266      0.6101      0.1432      0.1236       0.367       1.781       1.852     273.945       0.201       8.238       3.066        0.37      87718.    0.3498  
       49.51      0.5745      0.6415      0.1409      0.1262       0.375       1.818       1.822     279.620       0.205       8.105       2.956        0.37      88132.    0.3344  
       53.63      0.6224      0.6698      0.1380      0.1282       0.381       1.847       1.784     284.051       0.209       7.935       2.849        0.37      88575.    0.3189  
       57.76      0.6703      0.6954      0.1343      0.1294       0.385       1.864       1.736     286.743       0.211       7.722       2.746        0.37      89049.    0.3033  
       61.88      0.7181      0.7186      0.1297      0.1296       0.385       1.867       1.677     287.136       0.211       7.458       2.649        0.37      89554.    0.2875  
       66.01      0.7660      0.7398      0.1241      0.1285       0.382       1.851       1.604     284.669       0.209       7.136       2.556        0.37      90087.    0.2714  
       70.14      0.8139      0.7591      0.1174      0.1259       0.374       1.814       1.518     278.950       0.205       6.754       2.469        0.37      90651.    0.2550  
       74.26      0.8618      0.7768      0.1098      0.1218       0.362       1.755       1.420     269.970       0.198       6.317       2.386        0.37      91242.    0.2383  
       78.39      0.9096      0.7923      0.1014      0.1164       0.346       1.677       1.311     258.001       0.190       5.834       2.306        0.38      91860.    0.2213  
       82.51      0.9575      0.8053      0.0924      0.1098       0.326       1.582       1.195     243.391       0.179       5.314       2.226        0.38      92504.    0.2040  
       86.64      1.0054      0.8149      0.0828      0.1022       0.304       1.472       1.071     226.466       0.166       4.765       2.145        0.38      93173.    0.1861  
       90.76      1.0533      0.8200      0.0729      0.0936       0.278       1.349       0.943     207.502       0.152       4.193       2.061        0.38      93865.    0.1677  
       94.89      1.1011      0.8190      0.0627      0.0843       0.250       1.214       0.811     186.732       0.137       3.605       1.969        0.38      94581.    0.1486  
       99.01      1.1490      0.8093      0.0522      0.0742       0.220       1.069       0.676     164.364       0.121       3.005       1.864        0.38      95320.    0.1285  
      103.14      1.1969      0.7863      0.0417      0.0635       0.189       0.914       0.539     140.598       0.103       2.398       1.739        0.39      96080.    0.1070  
      107.27      1.2448      0.7412      0.0311      0.0522       0.155       0.752       0.402     115.645       0.085       1.788       1.576        0.39      96862.    0.0838  
      111.39      1.2926      0.6548      0.0205      0.0405       0.120       0.583       0.265      89.738       0.066       1.180       1.341        0.39      97666.    0.0579  
      115.52      1.3405      0.4746      0.0101      0.0285       0.085       0.411       0.130      63.147       0.046       0.580       0.937        0.39      98490.    0.0284  
      119.64      1.3884     -0.0070     -0.0001      0.0163       0.049       0.235      -0.001      36.179       0.027      -0.005      -0.013        0.39      99333.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      14000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1508      0.0945       0.351       1.578       2.262     261.410       0.178      10.062       3.925        0.39      91568.    0.4948  
        4.44      0.0479      0.0750      0.1505      0.0961       0.357       1.605       2.258     265.874       0.181      10.042       3.852        0.39      91700.    0.4851  
        8.89      0.0958      0.1469      0.1503      0.0979       0.363       1.636       2.254     271.047       0.185      10.024       3.771        0.39      91853.    0.4745  
       13.33      0.1436      0.2153      0.1500      0.1001       0.371       1.672       2.249     276.953       0.189      10.005       3.684        0.39      92030.    0.4631  
       17.77      0.1915      0.2798      0.1497      0.1025       0.380       1.712       2.245     283.596       0.193       9.985       3.590        0.39      92232.    0.4509  
       22.22      0.2394      0.3401      0.1493      0.1051       0.390       1.757       2.240     290.944       0.198       9.962       3.492        0.39      92461.    0.4380  
       26.66      0.2873      0.3961      0.1489      0.1080       0.401       1.805       2.233     298.927       0.204       9.934       3.389        0.39      92719.    0.4245  
       31.11      0.3352      0.4476      0.1484      0.1111       0.412       1.856       2.225     307.427       0.210       9.896       3.283        0.39      93006.    0.4104  
       35.55      0.3831      0.4948      0.1476      0.1143       0.424       1.909       2.214     316.271       0.216       9.847       3.175        0.39      93323.    0.3960  
       39.99      0.4309      0.5376      0.1466      0.1175       0.436       1.963       2.199     325.225       0.222       9.780       3.067        0.39      93672.    0.3812  
       44.44      0.4788      0.5764      0.1453      0.1207       0.448       2.016       2.179     333.986       0.228       9.691       2.959        0.39      94052.    0.3661  
       48.88      0.5267      0.6114      0.1435      0.1236       0.459       2.066       2.152     342.181       0.233       9.574       2.853        0.39      94465.    0.3509  
       53.32      0.5746      0.6428      0.1412      0.1262       0.468       2.109       2.118     349.360       0.238       9.421       2.750        0.40      94910.    0.3355  
       57.77      0.6225      0.6712      0.1383      0.1283       0.476       2.143       2.074     354.991       0.242       9.227       2.650        0.40      95388.    0.3200  
       62.21      0.6703      0.6968      0.1346      0.1295       0.481       2.164       2.019     358.450       0.244       8.981       2.555        0.40      95899.    0.3043  
       66.65      0.7182      0.7200      0.1301      0.1297       0.481       2.168       1.951     359.035       0.245       8.676       2.464        0.40      96442.    0.2885  
       71.10      0.7661      0.7412      0.1245      0.1287       0.477       2.149       1.867     356.033       0.243       8.303       2.378        0.40      97017.    0.2724  
       75.54      0.8140      0.7607      0.1178      0.1261       0.468       2.107       1.767     348.944       0.238       7.860       2.297        0.40      97624.    0.2560  
       79.98      0.8619      0.7784      0.1102      0.1220       0.453       2.039       1.653     337.748       0.230       7.353       2.220        0.40      98261.    0.2393  
       84.43      0.9098      0.7941      0.1018      0.1166       0.433       1.949       1.527     322.778       0.220       6.791       2.146        0.40      98927.    0.2222  
       88.87      0.9576      0.8073      0.0927      0.1100       0.408       1.838       1.391     304.472       0.208       6.187       2.072        0.41      99621.    0.2048  
       93.32      1.0055      0.8172      0.0832      0.1023       0.380       1.710       1.247     283.238       0.193       5.549       1.998        0.41     100341.    0.1870  
       97.76      1.0534      0.8227      0.0732      0.0937       0.348       1.566       1.098     259.425       0.177       4.884       1.920        0.41     101088.    0.1686  
      102.20      1.1013      0.8223      0.0630      0.0843       0.313       1.409       0.944     233.328       0.159       4.200       1.835        0.41     101859.    0.1495  
      106.65      1.1492      0.8134      0.0525      0.0742       0.275       1.239       0.787     205.207       0.140       3.501       1.740        0.41     102654.    0.1294  
      111.09      1.1971      0.7915      0.0419      0.0633       0.235       1.058       0.628     175.316       0.120       2.794       1.625        0.42     103474.    0.1080  
      115.53      1.2449      0.7478      0.0312      0.0520       0.193       0.869       0.468     143.919       0.098       2.084       1.476        0.42     104316.    0.0847  
      119.98      1.2928      0.6631      0.0206      0.0402       0.149       0.672       0.309     111.312       0.076       1.376       1.261        0.42     105182.    0.0588  
      124.42      1.3407      0.4846      0.0102      0.0281       0.104       0.470       0.152      77.839       0.053       0.678       0.888        0.42     106070.    0.0291  
      128.86      1.3886     -0.0040      0.0000      0.0159       0.059       0.265      -0.001      43.886       0.030      -0.003      -0.007        0.43     106978.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      15000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1509      0.0944       0.431       1.810       2.599     321.278       0.205      11.558       3.669        0.42      98107.    0.4957  
        4.76      0.0479      0.0752      0.1507      0.0960       0.438       1.841       2.594     326.764       0.208      11.537       3.600        0.42      98249.    0.4860  
        9.52      0.0958      0.1472      0.1504      0.0979       0.447       1.877       2.589     333.127       0.212      11.516       3.525        0.42      98413.    0.4754  
       14.29      0.1437      0.2157      0.1501      0.1000       0.456       1.918       2.584     340.399       0.217      11.495       3.444        0.42      98603.    0.4640  
       19.05      0.1916      0.2803      0.1498      0.1024       0.467       1.964       2.580     348.585       0.222      11.474       3.356        0.42      98819.    0.4519  
       23.81      0.2395      0.3407      0.1495      0.1051       0.480       2.015       2.574     357.649       0.228      11.449       3.264        0.42      99065.    0.4390  
       28.57      0.2874      0.3968      0.1491      0.1080       0.493       2.071       2.567     367.507       0.234      11.417       3.168        0.42      99340.    0.4255  
       33.34      0.3353      0.4485      0.1486      0.1111       0.507       2.130       2.558     378.014       0.241      11.377       3.069        0.42      99648.    0.4114  
       38.10      0.3832      0.4957      0.1478      0.1143       0.522       2.192       2.545     388.959       0.248      11.321       2.968        0.42      99988.    0.3969  
       42.86      0.4311      0.5387      0.1469      0.1175       0.536       2.254       2.529     400.054       0.255      11.247       2.867        0.42     100362.    0.3821  
       47.62      0.4789      0.5775      0.1456      0.1207       0.551       2.315       2.506     410.926       0.262      11.147       2.766        0.42     100770.    0.3671  
       52.39      0.5268      0.6125      0.1438      0.1237       0.565       2.373       2.476     421.114       0.268      11.014       2.667        0.42     101212.    0.3518  
       57.15      0.5747      0.6440      0.1416      0.1263       0.577       2.423       2.437     430.061       0.274      10.841       2.571        0.42     101689.    0.3364  
       61.91      0.6226      0.6724      0.1387      0.1284       0.586       2.463       2.388     437.109       0.278      10.620       2.477        0.42     102202.    0.3209  
       66.67      0.6705      0.6980      0.1350      0.1297       0.592       2.488       2.325     441.485       0.281      10.339       2.388        0.43     102749.    0.3052  
       71.43      0.7184      0.7213      0.1305      0.1299       0.593       2.492       2.246     442.317       0.282       9.991       2.303        0.43     103331.    0.2893  
       76.20      0.7663      0.7426      0.1249      0.1289       0.588       2.472       2.150     438.718       0.279       9.564       2.223        0.43     103948.    0.2732  
       80.96      0.8142      0.7621      0.1183      0.1263       0.577       2.423       2.036     430.058       0.274       9.056       2.147        0.43     104598.    0.2568  
       85.72      0.8621      0.7799      0.1106      0.1223       0.558       2.346       1.905     416.296       0.265       8.472       2.075        0.43     105281.    0.2401  
       90.48      0.9100      0.7957      0.1022      0.1169       0.534       2.242       1.760     397.843       0.253       7.827       2.006        0.43     105996.    0.2231  
       95.25      0.9579      0.8091      0.0931      0.1102       0.503       2.114       1.603     375.235       0.239       7.131       1.938        0.44     106740.    0.2057  
      100.01      1.0058      0.8193      0.0835      0.1025       0.468       1.966       1.438     348.981       0.222       6.395       1.869        0.44     107512.    0.1878  
      104.77      1.0537      0.8252      0.0735      0.0939       0.428       1.800       1.266     319.514       0.203       5.630       1.797        0.44     108312.    0.1694  
      109.53      1.1016      0.8254      0.0632      0.0844       0.385       1.618       1.088     287.199       0.183       4.841       1.719        0.44     109139.    0.1503  
      114.29      1.1495      0.8171      0.0527      0.0741       0.338       1.422       0.907     252.362       0.161       4.036       1.631        0.44     109992.    0.1302  
      119.06      1.1974      0.7961      0.0421      0.0633       0.289       1.213       0.724     215.316       0.137       3.221       1.525        0.45     110871.    0.1088  
      123.82      1.2453      0.7537      0.0314      0.0518       0.237       0.994       0.540     176.391       0.112       2.402       1.388        0.45     111774.    0.0855  
      128.58      1.2932      0.6705      0.0207      0.0399       0.182       0.766       0.357     135.956       0.087       1.586       1.189        0.45     112702.    0.0595  
      133.34      1.3411      0.4929      0.0102      0.0277       0.127       0.532       0.176      94.439       0.060       0.781       0.843        0.45     113653.    0.0296  
      138.11      1.3890     -0.0055     -0.0001      0.0154       0.070       0.295      -0.001      52.324       0.033      -0.005      -0.009        0.46     114626.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      16000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1510      0.0944       0.523       2.059       2.959     389.819       0.233      13.160       3.442        0.44     104647.    0.4963  
        5.15      0.0486      0.0763      0.1508      0.0960       0.532       2.095       2.953     396.570       0.237      13.136       3.378        0.44     104800.    0.4865  
       10.30      0.0972      0.1494      0.1505      0.0979       0.542       2.136       2.948     404.423       0.241      13.113       3.306        0.44     104978.    0.4758  
       15.46      0.1457      0.2188      0.1502      0.1001       0.554       2.184       2.943     413.419       0.247      13.090       3.229        0.44     105184.    0.4643  
       20.61      0.1943      0.2842      0.1500      0.1025       0.568       2.238       2.938     423.566       0.253      13.066       3.146        0.45     105420.    0.4519  
       25.76      0.2429      0.3453      0.1497      0.1053       0.583       2.297       2.931     434.818       0.260      13.039       3.058        0.45     105687.    0.4388  
       30.91      0.2915      0.4020      0.1493      0.1082       0.600       2.362       2.924     447.066       0.267      13.004       2.966        0.45     105988.    0.4251  
       36.06      0.3400      0.4540      0.1487      0.1114       0.617       2.431       2.913     460.125       0.275      12.958       2.872        0.45     106324.    0.4108  
       41.22      0.3886      0.5015      0.1480      0.1147       0.635       2.502       2.899     473.719       0.283      12.894       2.776        0.45     106695.    0.3961  
       46.37      0.4372      0.5446      0.1470      0.1180       0.654       2.575       2.879     487.473       0.291      12.808       2.679        0.45     107104.    0.3811  
       51.52      0.4858      0.5835      0.1457      0.1213       0.672       2.646       2.853     500.902       0.299      12.690       2.583        0.45     107550.    0.3658  
       56.67      0.5343      0.6185      0.1439      0.1243       0.688       2.712       2.818     513.403       0.306      12.534       2.489        0.45     108034.    0.3503  
       61.82      0.5829      0.6500      0.1415      0.1269       0.703       2.769       2.772     524.250       0.313      12.329       2.398        0.45     108557.    0.3347  
       66.98      0.6315      0.6782      0.1385      0.1289       0.714       2.813       2.712     532.580       0.318      12.064       2.310        0.45     109118.    0.3189  
       72.13      0.6801      0.7038      0.1346      0.1301       0.721       2.839       2.637     537.385       0.321      11.729       2.226        0.45     109718.    0.3030  
       77.28      0.7286      0.7270      0.1298      0.1301       0.721       2.840       2.543     537.532       0.321      11.311       2.146        0.46     110355.    0.2868  
       82.43      0.7772      0.7482      0.1240      0.1288       0.713       2.810       2.428     531.914       0.317      10.799       2.070        0.46     111031.    0.2704  
       87.58      0.8258      0.7677      0.1170      0.1258       0.697       2.746       2.291     519.851       0.310      10.192       1.999        0.46     111743.    0.2537  
       92.74      0.8744      0.7854      0.1090      0.1214       0.672       2.649       2.136     501.446       0.299       9.500       1.932        0.46     112491.    0.2366  
       97.89      0.9229      0.8010      0.1003      0.1155       0.640       2.521       1.964     477.282       0.285       8.736       1.867        0.46     113272.    0.2193  
      103.04      0.9715      0.8140      0.0909      0.1085       0.601       2.367       1.780     448.045       0.267       7.918       1.802        0.47     114086.    0.2015  
      108.19      1.0201      0.8235      0.0810      0.1003       0.556       2.189       1.586     414.360       0.247       7.055       1.736        0.47     114931.    0.1833  
      113.34      1.0687      0.8284      0.0707      0.0912       0.505       1.990       1.385     376.754       0.225       6.159       1.667        0.47     115805.    0.1644  
      118.50      1.1173      0.8267      0.0601      0.0813       0.450       1.773       1.178     335.677       0.200       5.239       1.591        0.47     116709.    0.1448  
      123.65      1.1658      0.8155      0.0494      0.0706       0.391       1.540       0.967     291.534       0.174       4.301       1.504        0.47     117641.    0.1240  
      128.80      1.2144      0.7890      0.0385      0.0592       0.328       1.293       0.754     244.731       0.146       3.354       1.397        0.48     118601.    0.1017  
      133.95      1.2630      0.7357      0.0276      0.0474       0.262       1.034       0.541     195.705       0.117       2.404       1.253        0.48     119588.    0.0772  
      139.10      1.3116      0.6272      0.0168      0.0351       0.194       0.766       0.329     144.953       0.087       1.462       1.029        0.48     120602.    0.0494  
      144.26      1.3601      0.3716      0.0062      0.0225       0.125       0.492       0.121      93.058       0.056       0.536       0.588        0.48     121641.    0.0171  
      149.41      1.4087                                                                                                                                                            
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      17000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1511      0.0944       0.627       2.325       3.342     467.691       0.263      14.867       3.241        0.47     111185.    0.4967  
        5.40      0.0479      0.0753      0.1509      0.0960       0.638       2.365       3.336     475.654       0.267      14.840       3.182        0.47     111345.    0.4871  
       10.80      0.0958      0.1475      0.1506      0.0979       0.650       2.411       3.331     484.908       0.272      14.816       3.116        0.47     111532.    0.4767  
       16.20      0.1437      0.2161      0.1504      0.1000       0.664       2.464       3.326     495.505       0.278      14.793       3.044        0.47     111746.    0.4653  
       21.59      0.1916      0.2809      0.1501      0.1024       0.681       2.523       3.320     507.459       0.285      14.768       2.968        0.47     111992.    0.4532  
       26.99      0.2395      0.3415      0.1499      0.1051       0.698       2.589       3.314     520.723       0.293      14.739       2.886        0.47     112270.    0.4404  
       32.39      0.2874      0.3978      0.1495      0.1080       0.718       2.661       3.306     535.182       0.301      14.703       2.802        0.47     112582.    0.4270  
       37.79      0.3353      0.4496      0.1490      0.1111       0.738       2.738       3.295     550.630       0.309      14.656       2.714        0.47     112931.    0.4130  
       43.19      0.3832      0.4970      0.1483      0.1144       0.760       2.818       3.280     566.765       0.318      14.590       2.625        0.48     113316.    0.3985  
       48.59      0.4311      0.5401      0.1474      0.1177       0.782       2.899       3.260     583.168       0.328      14.501       2.536        0.48     113740.    0.3838  
       53.98      0.4790      0.5790      0.1462      0.1209       0.804       2.980       3.233     599.295       0.337      14.378       2.447        0.48     114202.    0.3687  
       59.38      0.5270      0.6141      0.1445      0.1240       0.824       3.055       3.196     614.469       0.345      14.214       2.359        0.48     114703.    0.3535  
       64.78      0.5749      0.6457      0.1423      0.1267       0.842       3.122       3.147     627.872       0.353      13.999       2.274        0.48     115244.    0.3381  
       70.18      0.6228      0.6741      0.1395      0.1289       0.856       3.175       3.085     638.530       0.359      13.720       2.191        0.48     115825.    0.3226  
       75.58      0.6707      0.6998      0.1359      0.1302       0.865       3.208       3.005     645.306       0.362      13.366       2.112        0.48     116446.    0.3069  
       80.98      0.7186      0.7231      0.1314      0.1306       0.868       3.216       2.905     646.905       0.363      12.923       2.037        0.48     117106.    0.2910  
       86.37      0.7665      0.7445      0.1258      0.1296       0.861       3.192       2.783     642.002       0.361      12.378       1.966        0.49     117806.    0.2749  
       91.77      0.8144      0.7641      0.1192      0.1271       0.844       3.130       2.637     629.626       0.354      11.727       1.899        0.49     118544.    0.2585  
       97.17      0.8623      0.7821      0.1116      0.1230       0.818       3.031       2.468     609.673       0.342      10.977       1.836        0.49     119318.    0.2418  
      102.57      0.9102      0.7983      0.1031      0.1176       0.781       2.897       2.281     582.720       0.327      10.145       1.775        0.49     120128.    0.2247  
      107.97      0.9581      0.8121      0.0940      0.1109       0.737       2.732       2.079     549.560       0.309       9.246       1.716        0.49     120972.    0.2073  
      113.37      1.0060      0.8228      0.0843      0.1031       0.685       2.540       1.865     510.946       0.287       8.296       1.656        0.50     121849.    0.1895  
      118.76      1.0539      0.8295      0.0743      0.0944       0.627       2.324       1.642     467.523       0.263       7.305       1.593        0.50     122756.    0.1711  
      124.16      1.1018      0.8307      0.0639      0.0847       0.563       2.087       1.413     419.837       0.236       6.283       1.526        0.50     123694.    0.1520  
      129.56      1.1497      0.8238      0.0533      0.0743       0.494       1.832       1.178     368.373       0.207       5.239       1.450        0.50     124662.    0.1319  
      134.96      1.1976      0.8046      0.0425      0.0633       0.421       1.559       0.940     313.597       0.176       4.182       1.360        0.51     125658.    0.1105  
      140.36      1.2455      0.7646      0.0317      0.0517       0.343       1.273       0.701     256.000       0.144       3.120       1.243        0.51     126682.    0.0872  
      145.76      1.2934      0.6846      0.0210      0.0396       0.263       0.975       0.463     196.134       0.110       2.061       1.071        0.51     127734.    0.0611  
      151.15      1.3413      0.5098      0.0103      0.0272       0.181       0.669       0.228     134.638       0.076       1.016       0.769        0.51     128813.    0.0308  
      156.55      1.3892     -0.0039      0.0000      0.0146       0.097       0.359      -0.001      72.242       0.041      -0.004      -0.006        0.52     129917.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      18000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.1513      0.0945       0.745       2.609       3.750     555.568       0.295      16.679       3.061        0.50     117724.    0.4969  
        5.72      0.0479      0.0753      0.1510      0.0961       0.758       2.653       3.743     565.001       0.300      16.651       3.005        0.50     117893.    0.4874  
       11.43      0.0958      0.1475      0.1508      0.0979       0.772       2.705       3.738     575.975       0.306      16.625       2.943        0.50     118090.    0.4770  
       17.15      0.1437      0.2162      0.1505      0.1001       0.789       2.764       3.732     588.556       0.312      16.600       2.876        0.50     118318.    0.4657  
       22.86      0.1916      0.2810      0.1503      0.1025       0.808       2.830       3.726     602.762       0.320      16.574       2.804        0.50     118577.    0.4537  
       28.58      0.2395      0.3417      0.1500      0.1052       0.829       2.904       3.720     618.546       0.328      16.544       2.727        0.50     118872.    0.4409  
       34.29      0.2874      0.3980      0.1497      0.1081       0.853       2.985       3.711     635.771       0.337      16.507       2.648        0.50     119202.    0.4275  
       40.01      0.3353      0.4499      0.1492      0.1112       0.877       3.072       3.700     654.202       0.347      16.456       2.565        0.50     119571.    0.4136  
       45.73      0.3832      0.4974      0.1486      0.1145       0.903       3.162       3.684     673.480       0.357      16.387       2.481        0.50     119979.    0.3992  
       51.44      0.4311      0.5405      0.1477      0.1178       0.929       3.255       3.662     693.110       0.368      16.290       2.397        0.50     120427.    0.3844  
       57.16      0.4790      0.5794      0.1465      0.1211       0.955       3.345       3.632     712.447       0.378      16.157       2.312        0.51     120917.    0.3694  
       62.87      0.5269      0.6146      0.1449      0.1242       0.980       3.431       3.592     730.683       0.388      15.977       2.230        0.51     121448.    0.3542  
       68.59      0.5748      0.6462      0.1427      0.1270       1.002       3.507       3.539     746.840       0.396      15.740       2.149        0.51     122020.    0.3389  
       74.30      0.6227      0.6747      0.1399      0.1292       1.019       3.568       3.469     759.758       0.403      15.431       2.071        0.51     122635.    0.3234  
       80.02      0.6706      0.7004      0.1364      0.1306       1.030       3.607       3.381     768.076       0.407      15.038       1.997        0.51     123293.    0.3077  
       85.74      0.7185      0.7238      0.1319      0.1310       1.033       3.617       3.270     770.242       0.409      14.545       1.926        0.51     123992.    0.2919  
       91.45      0.7665      0.7452      0.1264      0.1300       1.025       3.591       3.133     764.661       0.406      13.937       1.859        0.51     124733.    0.2758  
       97.17      0.8144      0.7649      0.1198      0.1275       1.006       3.522       2.970     750.144       0.398      13.209       1.796        0.52     125514.    0.2594  
      102.88      0.8623      0.7830      0.1122      0.1235       0.974       3.412       2.781     726.533       0.385      12.368       1.736        0.52     126334.    0.2426  
      108.60      0.9102      0.7993      0.1037      0.1181       0.931       3.261       2.571     694.504       0.368      11.434       1.679        0.52     127192.    0.2256  
      114.31      0.9581      0.8132      0.0945      0.1114       0.878       3.076       2.343     654.999       0.347      10.423       1.623        0.52     128086.    0.2082  
      120.03      1.0060      0.8243      0.0848      0.1035       0.817       2.859       2.103     608.924       0.323       9.354       1.566        0.52     129014.    0.1904  
      125.75      1.0539      0.8313      0.0747      0.0947       0.747       2.616       1.852     557.056       0.296       8.238       1.508        0.53     129976.    0.1720  
      131.46      1.1018      0.8330      0.0643      0.0850       0.671       2.348       1.593     500.052       0.265       7.088       1.445        0.53     130969.    0.1529  
      137.18      1.1497      0.8268      0.0536      0.0746       0.588       2.059       1.329     438.493       0.233       5.912       1.375        0.53     131993.    0.1329  
      142.89      1.1976      0.8085      0.0428      0.0634       0.500       1.751       1.061     372.940       0.198       4.720       1.291        0.53     133048.    0.1115  
      148.61      1.2455      0.7698      0.0319      0.0517       0.408       1.427       0.792     303.984       0.161       3.522       1.182        0.54     134133.    0.0881  
      154.32      1.2934      0.6915      0.0211      0.0395       0.311       1.091       0.523     232.285       0.123       2.328       1.022        0.54     135247.    0.0620  
      160.04      1.3413      0.5185      0.0104      0.0270       0.213       0.745       0.258     158.617       0.084       1.149       0.739        0.54     136389.    0.0315  
