         8x3.7SFR                 (8x37SFR.dat)                                                                                                                                     
         v2022-0915                                                                                                                                                                 
         Simulation Date: 08/13/2024                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       34.23      0.2824      0.5489      0.0307      0.0158       0.170       0.672       1.025     127.122       0.076       4.559       3.657        0.51     122928.    0.2716  
       36.14      0.2981      0.5575      0.0282      0.0151       0.163       0.641       0.942     121.369       0.072       4.188       3.519        0.51     123036.    0.2504  
       38.04      0.3138      0.5623      0.0256      0.0143       0.154       0.608       0.856     115.120       0.069       3.806       3.372        0.51     123148.    0.2288  
       39.94      0.3295      0.5626      0.0230      0.0135       0.145       0.573       0.768     108.384       0.065       3.415       3.213        0.51     123264.    0.2065  
       41.84      0.3452      0.5575      0.0203      0.0126       0.136       0.534       0.678     101.161       0.060       3.015       3.039        0.51     123384.    0.1835  
       43.74      0.3609      0.5455      0.0175      0.0116       0.125       0.494       0.586      93.448       0.056       2.607       2.845        0.51     123508.    0.1597  
       45.65      0.3766      0.5244      0.0147      0.0106       0.114       0.450       0.492      85.239       0.051       2.191       2.621        0.51     123636.    0.1349  
       47.55      0.3923      0.4908      0.0119      0.0095       0.103       0.404       0.397      76.526       0.046       1.767       2.354        0.51     123769.    0.1088  
       49.45      0.4080      0.4388      0.0090      0.0084       0.090       0.356       0.300      67.300       0.040       1.336       2.024        0.51     123906.    0.0814  
       51.35      0.4237      0.3582      0.0060      0.0071       0.077       0.304       0.202      57.552       0.034       0.898       1.591        0.51     124047.    0.0524  
       53.25      0.4393      0.2283      0.0030      0.0059       0.063       0.250       0.102      47.272       0.028       0.453       0.978        0.51     124192.    0.0229  
       55.16      0.4550      0.0012      0.0000      0.0045       0.049       0.193       0.000      36.446       0.022       0.002       0.005        0.51     124341.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      17000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0586      0.0194       0.251       0.932       2.212     187.359       0.105       9.841       5.356        0.54     129241.    0.5843  
        2.02      0.0157      0.0466      0.0579      0.0195       0.252       0.936       2.184     188.224       0.106       9.713       5.262        0.54     129285.    0.5703  
        4.04      0.0314      0.0916      0.0571      0.0196       0.253       0.939       2.152     188.953       0.106       9.573       5.166        0.54     129332.    0.5559  
        6.06      0.0471      0.1347      0.0561      0.0196       0.254       0.942       2.118     189.513       0.106       9.420       5.069        0.54     129383.    0.5410  
        8.08      0.0628      0.1761      0.0552      0.0197       0.255       0.944       2.081     189.871       0.107       9.254       4.970        0.54     129438.    0.5258  
       10.11      0.0785      0.2158      0.0541      0.0197       0.255       0.945       2.040     189.989       0.107       9.074       4.870        0.54     129496.    0.5102  
       12.13      0.0942      0.2535      0.0529      0.0197       0.255       0.944       1.996     189.832       0.107       8.878       4.769        0.54     129558.    0.4942  
       14.15      0.1099      0.2895      0.0517      0.0196       0.254       0.941       1.949     189.360       0.106       8.667       4.667        0.54     129623.    0.4779  
       16.17      0.1255      0.3236      0.0503      0.0195       0.253       0.937       1.897     188.536       0.106       8.440       4.565        0.54     129693.    0.4612  
       18.19      0.1412      0.3558      0.0488      0.0194       0.251       0.931       1.843     187.319       0.105       8.196       4.461        0.54     129766.    0.4442  
       20.21      0.1569      0.3861      0.0473      0.0192       0.249       0.923       1.784     185.669       0.104       7.934       4.357        0.54     129843.    0.4268  
       22.23      0.1726      0.4144      0.0456      0.0190       0.246       0.913       1.721     183.546       0.103       7.654       4.252        0.54     129925.    0.4091  
       24.25      0.1883      0.4408      0.0438      0.0187       0.243       0.899       1.654     180.909       0.102       7.355       4.146        0.54     130010.    0.3910  
       26.27      0.2040      0.4651      0.0419      0.0184       0.238       0.884       1.582     177.721       0.100       7.038       4.038        0.54     130100.    0.3726  
       28.30      0.2197      0.4873      0.0399      0.0180       0.233       0.865       1.507     173.947       0.098       6.702       3.929        0.54     130194.    0.3537  
       30.32      0.2354      0.5073      0.0378      0.0176       0.227       0.843       1.427     169.558       0.095       6.347       3.817        0.54     130292.    0.3344  
       32.34      0.2511      0.5249      0.0356      0.0170       0.221       0.818       1.343     164.535       0.092       5.974       3.702        0.54     130394.    0.3147  
       34.36      0.2668      0.5398      0.0333      0.0164       0.213       0.790       1.255     158.864       0.089       5.584       3.584        0.54     130500.    0.2945  
       36.38      0.2825      0.5519      0.0308      0.0158       0.205       0.758       1.164     152.539       0.086       5.176       3.460        0.54     130611.    0.2738  
       38.40      0.2982      0.5607      0.0283      0.0151       0.195       0.724       1.069     145.590       0.082       4.755       3.331        0.54     130725.    0.2526  
       40.42      0.3139      0.5657      0.0258      0.0143       0.185       0.686       0.972     138.042       0.078       4.322       3.193        0.54     130845.    0.2308  
       42.44      0.3296      0.5664      0.0231      0.0134       0.174       0.646       0.872     129.905       0.073       3.878       3.044        0.54     130968.    0.2084  
       44.46      0.3453      0.5615      0.0204      0.0125       0.163       0.603       0.770     121.182       0.068       3.423       2.881        0.54     131096.    0.1854  
       46.49      0.3609      0.5498      0.0176      0.0116       0.150       0.556       0.665     111.868       0.063       2.960       2.698        0.54     131228.    0.1614  
       48.51      0.3766      0.5290      0.0148      0.0106       0.137       0.507       0.559     101.956       0.057       2.487       2.487        0.54     131364.    0.1364  
       50.53      0.3923      0.4956      0.0120      0.0095       0.123       0.455       0.451      91.436       0.051       2.006       2.237        0.54     131505.    0.1102  
       52.55      0.4080      0.4437      0.0090      0.0083       0.108       0.399       0.341      80.298       0.045       1.517       1.926        0.54     131650.    0.0825  
       54.57      0.4237      0.3629      0.0061      0.0071       0.092       0.341       0.229      68.529       0.038       1.019       1.517        0.54     131800.    0.0533  
       56.59      0.4394      0.2319      0.0031      0.0058       0.075       0.279       0.116      56.119       0.032       0.514       0.935        0.54     131955.    0.0233  
       58.61      0.4551      0.0010      0.0000      0.0045       0.058       0.214       0.000      43.051       0.024       0.002       0.004        0.55     132113.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      18000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0589      0.0194       0.299       1.046       2.492     222.805       0.118      11.085       5.073        0.57     136840.    0.5874  
        2.14      0.0157      0.0468      0.0582      0.0195       0.300       1.051       2.460     223.864       0.119      10.942       4.984        0.57     136887.    0.5734  
        4.28      0.0314      0.0918      0.0573      0.0196       0.301       1.055       2.425     224.760       0.119      10.786       4.893        0.57     136938.    0.5589  
        6.42      0.0471      0.1352      0.0564      0.0197       0.302       1.059       2.387     225.451       0.120      10.615       4.801        0.57     136992.    0.5440  
        8.56      0.0628      0.1767      0.0554      0.0197       0.303       1.061       2.345     225.898       0.120      10.430       4.708        0.57     137049.    0.5288  
       10.70      0.0785      0.2165      0.0544      0.0197       0.303       1.061       2.299     226.056       0.120      10.228       4.614        0.57     137111.    0.5131  
       12.84      0.0942      0.2544      0.0532      0.0197       0.303       1.061       2.250     225.882       0.120      10.008       4.518        0.57     137176.    0.4971  
       14.98      0.1099      0.2905      0.0519      0.0196       0.302       1.058       2.197     225.330       0.120       9.772       4.422        0.57     137246.    0.4807  
       17.12      0.1256      0.3247      0.0506      0.0196       0.301       1.053       2.139     224.352       0.119       9.516       4.325        0.57     137320.    0.4640  
       19.26      0.1413      0.3570      0.0491      0.0194       0.299       1.047       2.078     222.902       0.118       9.241       4.228        0.57     137397.    0.4469  
       21.40      0.1570      0.3875      0.0476      0.0193       0.296       1.037       2.011     220.933       0.117       8.946       4.129        0.57     137480.    0.4295  
       23.54      0.1727      0.4160      0.0459      0.0190       0.293       1.026       1.940     218.394       0.116       8.631       4.030        0.57     137566.    0.4118  
       25.68      0.1884      0.4425      0.0441      0.0188       0.289       1.011       1.865     215.240       0.114       8.295       3.930        0.57     137657.    0.3936  
       27.82      0.2040      0.4670      0.0422      0.0184       0.284       0.993       1.785     211.425       0.112       7.938       3.828        0.57     137752.    0.3751  
       29.97      0.2197      0.4894      0.0402      0.0180       0.277       0.972       1.699     206.907       0.110       7.559       3.725        0.57     137851.    0.3562  
       32.11      0.2354      0.5095      0.0381      0.0176       0.270       0.947       1.610     201.654       0.107       7.159       3.620        0.57     137955.    0.3369  
       34.25      0.2511      0.5273      0.0358      0.0171       0.262       0.919       1.515     195.642       0.104       6.739       3.512        0.57     138063.    0.3171  
       36.39      0.2668      0.5425      0.0335      0.0165       0.253       0.887       1.416     188.855       0.100       6.298       3.401        0.57     138176.    0.2968  
       38.53      0.2825      0.5547      0.0310      0.0158       0.243       0.851       1.313     181.286       0.096       5.839       3.284        0.57     138293.    0.2760  
       40.67      0.2982      0.5638      0.0285      0.0151       0.232       0.812       1.206     172.971       0.092       5.364       3.162        0.57     138415.    0.2547  
       42.81      0.3139      0.5691      0.0259      0.0143       0.220       0.770       1.096     163.940       0.087       4.875       3.032        0.57     138541.    0.2328  
       44.95      0.3296      0.5699      0.0233      0.0134       0.207       0.724       0.983     154.207       0.082       4.374       2.892        0.57     138672.    0.2104  
       47.09      0.3453      0.5654      0.0205      0.0125       0.193       0.675       0.868     143.773       0.076       3.862       2.739        0.57     138807.    0.1872  
       49.23      0.3610      0.5539      0.0177      0.0116       0.178       0.623       0.751     132.634       0.070       3.339       2.567        0.57     138947.    0.1631  
       51.37      0.3767      0.5334      0.0149      0.0105       0.162       0.567       0.631     120.781       0.064       2.805       2.369        0.58     139092.    0.1380  
       53.51      0.3924      0.5002      0.0120      0.0094       0.145       0.508       0.509     108.202       0.057       2.263       2.132        0.58     139241.    0.1115  
       55.65      0.4081      0.4485      0.0091      0.0083       0.127       0.446       0.385      94.886       0.050       1.711       1.838        0.58     139395.    0.0836  
       57.79      0.4238      0.3675      0.0061      0.0070       0.108       0.379       0.258      80.817       0.043       1.150       1.450        0.58     139554.    0.0541  
       59.93      0.4395      0.2354      0.0031      0.0058       0.088       0.310       0.130      65.982       0.035       0.580       0.896        0.58     139717.    0.0237  
       62.07      0.4552      0.0006      0.0000      0.0044       0.068       0.236       0.000      50.362       0.027       0.001       0.002        0.58     139885.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      19000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0592      0.0195       0.352       1.169       2.791     262.725       0.132      12.413       4.818        0.60     144439.    0.5903  
        2.26      0.0157      0.0469      0.0585      0.0196       0.354       1.174       2.755     264.012       0.133      12.255       4.733        0.60     144489.    0.5763  
        4.52      0.0314      0.0921      0.0576      0.0197       0.356       1.179       2.716     265.104       0.133      12.082       4.647        0.60     144542.    0.5618  
        6.78      0.0471      0.1355      0.0567      0.0197       0.357       1.183       2.674     265.952       0.134      11.893       4.560        0.60     144599.    0.5469  
        9.04      0.0628      0.1772      0.0558      0.0198       0.357       1.186       2.627     266.505       0.134      11.687       4.472        0.60     144660.    0.5316  
       11.30      0.0785      0.2170      0.0547      0.0198       0.358       1.186       2.577     266.714       0.134      11.462       4.382        0.60     144725.    0.5160  
       13.56      0.0942      0.2551      0.0535      0.0198       0.357       1.186       2.522     266.525       0.134      11.218       4.292        0.60     144795.    0.4999  
       15.82      0.1099      0.2913      0.0523      0.0197       0.357       1.183       2.463     265.884       0.134      10.954       4.201        0.60     144868.    0.4835  
       18.08      0.1256      0.3256      0.0509      0.0196       0.355       1.178       2.398     264.735       0.133      10.668       4.109        0.60     144946.    0.4668  
       20.34      0.1413      0.3581      0.0494      0.0195       0.353       1.170       2.329     263.022       0.132      10.361       4.017        0.60     145028.    0.4497  
       22.60      0.1570      0.3887      0.0479      0.0193       0.350       1.160       2.255     260.689       0.131      10.032       3.924        0.60     145115.    0.4322  
       24.85      0.1727      0.4173      0.0462      0.0191       0.346       1.146       2.176     257.680       0.130       9.679       3.830        0.60     145207.    0.4144  
       27.11      0.1884      0.4440      0.0444      0.0188       0.341       1.130       2.091     253.938       0.128       9.303       3.736        0.60     145302.    0.3962  
       29.37      0.2041      0.4687      0.0425      0.0185       0.334       1.110       2.001     249.410       0.125       8.902       3.640        0.60     145403.    0.3777  
       31.63      0.2198      0.4913      0.0404      0.0181       0.327       1.086       1.906     244.047       0.123       8.478       3.542        0.60     145508.    0.3587  
       33.89      0.2355      0.5116      0.0383      0.0176       0.319       1.058       1.805     237.811       0.120       8.030       3.443        0.60     145618.    0.3393  
       36.15      0.2512      0.5296      0.0361      0.0171       0.309       1.026       1.699     230.676       0.116       7.559       3.341        0.60     145733.    0.3195  
       38.41      0.2669      0.5449      0.0337      0.0165       0.299       0.990       1.588     222.622       0.112       7.065       3.236        0.61     145852.    0.2991  
       40.67      0.2826      0.5574      0.0313      0.0158       0.286       0.950       1.473     213.641       0.107       6.550       3.126        0.61     145976.    0.2783  
       42.93      0.2983      0.5667      0.0287      0.0151       0.273       0.907       1.353     203.777       0.102       6.017       3.011        0.61     146104.    0.2569  
       45.19      0.3140      0.5723      0.0261      0.0143       0.259       0.859       1.230     193.065       0.097       5.469       2.889        0.61     146238.    0.2349  
       47.45      0.3297      0.5734      0.0234      0.0135       0.243       0.808       1.103     181.522       0.091       4.907       2.757        0.61     146376.    0.2124  
       49.71      0.3453      0.5691      0.0207      0.0125       0.227       0.752       0.974     169.150       0.085       4.332       2.612        0.61     146519.    0.1890  
       51.97      0.3610      0.5580      0.0179      0.0116       0.209       0.694       0.842     155.943       0.078       3.746       2.449        0.61     146667.    0.1648  
       54.23      0.3767      0.5378      0.0150      0.0105       0.190       0.631       0.708     141.893       0.071       3.148       2.262        0.61     146819.    0.1396  
       56.49      0.3924      0.5049      0.0121      0.0094       0.170       0.565       0.571     126.985       0.064       2.539       2.039        0.61     146977.    0.1130  
       58.75      0.4081      0.4533      0.0092      0.0082       0.149       0.495       0.432     111.203       0.056       1.919       1.760        0.61     147140.    0.0848  
       61.01      0.4238      0.3722      0.0062      0.0070       0.127       0.421       0.290      94.533       0.048       1.290       1.392        0.61     147307.    0.0550  
       63.27      0.4395      0.2392      0.0031      0.0057       0.103       0.342       0.146      76.957       0.039       0.651       0.862        0.61     147480.    0.0242  
       65.53      0.4552      0.0008      0.0000      0.0043       0.078       0.260       0.000      58.451       0.029       0.002       0.003        0.61     147657.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      20000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0595      0.0195       0.412       1.299       3.109     307.480       0.147      13.828       4.586        0.63     152037.    0.5931  
        2.38      0.0157      0.0470      0.0588      0.0196       0.414       1.306       3.070     309.036       0.148      13.655       4.506        0.63     152089.    0.5790  
        4.76      0.0314      0.0923      0.0580      0.0197       0.416       1.312       3.027     310.360       0.148      13.465       4.424        0.63     152146.    0.5646  
        7.14      0.0471      0.1358      0.0571      0.0198       0.418       1.316       2.980     311.392       0.149      13.256       4.341        0.63     152206.    0.5497  
        9.52      0.0628      0.1776      0.0561      0.0198       0.419       1.319       2.929     312.076       0.149      13.028       4.257        0.63     152270.    0.5344  
       11.89      0.0785      0.2175      0.0550      0.0199       0.419       1.320       2.873     312.348       0.149      12.780       4.172        0.63     152339.    0.5187  
       14.27      0.0942      0.2557      0.0539      0.0198       0.419       1.319       2.812     312.147       0.149      12.510       4.087        0.63     152412.    0.5027  
       16.65      0.1099      0.2920      0.0526      0.0198       0.418       1.316       2.746     311.409       0.149      12.216       4.000        0.64     152490.    0.4862  
       19.03      0.1256      0.3265      0.0512      0.0197       0.416       1.310       2.675     310.068       0.148      11.900       3.913        0.64     152572.    0.4695  
       21.41      0.1413      0.3591      0.0498      0.0196       0.413       1.302       2.599     308.059       0.147      11.558       3.826        0.64     152659.    0.4524  
       23.79      0.1570      0.3898      0.0482      0.0194       0.409       1.290       2.516     305.315       0.146      11.192       3.738        0.64     152751.    0.4349  
       26.17      0.1727      0.4186      0.0465      0.0192       0.405       1.275       2.428     301.771       0.144      10.799       3.649        0.64     152847.    0.4170  
       28.55      0.1884      0.4454      0.0447      0.0189       0.399       1.257       2.334     297.361       0.142      10.380       3.559        0.64     152948.    0.3988  
       30.92      0.2041      0.4703      0.0428      0.0186       0.392       1.234       2.233     292.024       0.139       9.934       3.469        0.64     153054.    0.3802  
       33.30      0.2198      0.4930      0.0407      0.0182       0.383       1.207       2.127     285.704       0.136       9.461       3.377        0.64     153165.    0.3612  
       35.68      0.2355      0.5135      0.0386      0.0177       0.373       1.176       2.015     278.354       0.133       8.961       3.283        0.64     153281.    0.3418  
       38.06      0.2512      0.5317      0.0363      0.0172       0.362       1.141       1.896     269.945       0.129       8.436       3.187        0.64     153402.    0.3219  
       40.44      0.2669      0.5473      0.0340      0.0166       0.349       1.101       1.773     260.456       0.124       7.885       3.087        0.64     153527.    0.3015  
       42.82      0.2826      0.5600      0.0315      0.0159       0.335       1.056       1.644     249.876       0.119       7.310       2.983        0.64     153658.    0.2805  
       45.20      0.2983      0.5695      0.0289      0.0151       0.320       1.007       1.510     238.259       0.114       6.716       2.874        0.64     153794.    0.2590  
       47.58      0.3140      0.5753      0.0263      0.0143       0.303       0.954       1.372     225.646       0.108       6.104       2.758        0.64     153934.    0.2370  
       49.95      0.3297      0.5768      0.0236      0.0135       0.284       0.896       1.231     212.056       0.101       5.477       2.634        0.64     154080.    0.2143  
       52.33      0.3454      0.5728      0.0208      0.0126       0.265       0.835       1.087     197.494       0.094       4.835       2.497        0.64     154230.    0.1909  
       54.71      0.3611      0.5620      0.0180      0.0116       0.244       0.769       0.940     181.953       0.087       4.181       2.343        0.64     154386.    0.1666  
       57.09      0.3768      0.5420      0.0151      0.0105       0.222       0.699       0.790     165.421       0.079       3.513       2.166        0.64     154547.    0.1412  
       59.47      0.3925      0.5094      0.0122      0.0094       0.198       0.625       0.637     147.884       0.071       2.834       1.954        0.64     154713.    0.1144  
       61.85      0.4082      0.4580      0.0092      0.0082       0.173       0.547       0.482     129.322       0.062       2.142       1.689        0.64     154884.    0.0860  
       64.23      0.4239      0.3767      0.0062      0.0070       0.147       0.464       0.324     109.718       0.052       1.440       1.338        0.64     155061.    0.0558  
       66.61      0.4396      0.2428      0.0031      0.0057       0.119       0.376       0.163      89.051       0.043       0.726       0.831        0.64     155243.    0.0246  
       68.98      0.4553      0.0006      0.0000      0.0043       0.090       0.284       0.000      67.293       0.032       0.001       0.002        0.64     155429.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      21000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0599      0.0196       0.479       1.439       3.447     357.461       0.163      15.334       4.374        0.67     159635.    0.5957  
        2.50      0.0157      0.0471      0.0591      0.0197       0.482       1.446       3.405     359.334       0.163      15.145       4.298        0.67     159689.    0.5817  
        5.00      0.0314      0.0924      0.0583      0.0198       0.484       1.453       3.358     360.932       0.164      14.937       4.220        0.67     159749.    0.5672  
        7.49      0.0471      0.1361      0.0574      0.0199       0.486       1.458       3.307     362.186       0.165      14.709       4.141        0.67     159812.    0.5523  
        9.99      0.0628      0.1779      0.0565      0.0199       0.487       1.461       3.251     363.025       0.165      14.459       4.061        0.67     159880.    0.5371  
       12.49      0.0785      0.2180      0.0554      0.0200       0.487       1.463       3.189     363.378       0.165      14.185       3.981        0.67     159952.    0.5214  
       14.99      0.0942      0.2562      0.0542      0.0199       0.487       1.462       3.122     363.171       0.165      13.887       3.899        0.67     160029.    0.5053  
       17.49      0.1099      0.2926      0.0530      0.0199       0.486       1.458       3.049     362.329       0.165      13.564       3.817        0.67     160111.    0.4889  
       19.98      0.1256      0.3272      0.0516      0.0198       0.484       1.452       2.971     360.775       0.164      13.214       3.735        0.67     160198.    0.4722  
       22.48      0.1413      0.3599      0.0501      0.0197       0.481       1.443       2.886     358.433       0.163      12.837       3.652        0.67     160289.    0.4550  
       24.98      0.1570      0.3908      0.0485      0.0195       0.476       1.430       2.795     355.227       0.162      12.431       3.568        0.67     160385.    0.4375  
       27.48      0.1727      0.4197      0.0468      0.0193       0.471       1.413       2.697     351.080       0.160      11.996       3.484        0.67     160487.    0.4197  
       29.98      0.1884      0.4467      0.0450      0.0190       0.464       1.392       2.592     345.917       0.157      11.531       3.399        0.67     160593.    0.4014  
       32.47      0.2041      0.4717      0.0431      0.0187       0.455       1.367       2.481     339.666       0.154      11.036       3.313        0.67     160705.    0.3828  
       34.97      0.2198      0.4946      0.0411      0.0182       0.446       1.337       2.363     332.263       0.151      10.512       3.226        0.67     160822.    0.3637  
       37.47      0.2355      0.5153      0.0389      0.0178       0.434       1.303       2.238     323.655       0.147       9.957       3.137        0.67     160944.    0.3442  
       39.97      0.2512      0.5337      0.0366      0.0172       0.421       1.263       2.107     313.810       0.143       9.373       3.046        0.67     161071.    0.3243  
       42.47      0.2669      0.5495      0.0342      0.0166       0.406       1.218       1.970     302.702       0.138       8.762       2.952        0.67     161203.    0.3038  
       44.96      0.2826      0.5624      0.0317      0.0159       0.389       1.169       1.826     290.322       0.132       8.124       2.853        0.67     161340.    0.2828  
       47.46      0.2983      0.5722      0.0291      0.0152       0.371       1.114       1.678     276.729       0.126       7.463       2.750        0.67     161483.    0.2613  
       49.96      0.3140      0.5783      0.0265      0.0144       0.351       1.054       1.525     261.975       0.119       6.784       2.640        0.67     161631.    0.2392  
       52.46      0.3297      0.5800      0.0238      0.0135       0.330       0.990       1.368     246.084       0.112       6.087       2.522        0.67     161784.    0.2164  
       54.96      0.3454      0.5764      0.0210      0.0126       0.307       0.922       1.208     229.058       0.104       5.374       2.392        0.67     161942.    0.1929  
       57.45      0.3611      0.5659      0.0181      0.0116       0.283       0.849       1.045     210.893       0.096       4.646       2.247        0.67     162106.    0.1684  
       59.95      0.3768      0.5463      0.0152      0.0105       0.257       0.771       0.878     191.575       0.087       3.905       2.078        0.67     162275.    0.1428  
       62.45      0.3925      0.5139      0.0123      0.0094       0.229       0.689       0.708     171.086       0.078       3.150       1.877        0.67     162449.    0.1159  
       64.95      0.4082      0.4628      0.0093      0.0082       0.200       0.601       0.535     149.404       0.068       2.381       1.625        0.67     162629.    0.0872  
       67.45      0.4239      0.3814      0.0063      0.0069       0.170       0.509       0.360     126.508       0.058       1.600       1.290        0.67     162815.    0.0568  
       69.94      0.4396      0.2466      0.0032      0.0056       0.137       0.412       0.181     102.375       0.047       0.807       0.804        0.67     163006.    0.0251  
       72.44      0.4553      0.0008      0.0000      0.0042       0.103       0.310       0.000      76.972       0.035       0.002       0.002        0.67     163201.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      22000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0603      0.0197       0.554       1.588       3.807     413.460       0.179      16.932       4.176        0.70     167231.    0.5976  
        2.62      0.0157      0.0471      0.0595      0.0199       0.557       1.597       3.761     415.624       0.180      16.729       4.104        0.70     167289.    0.5838  
        5.23      0.0314      0.0925      0.0587      0.0199       0.560       1.604       3.710     417.477       0.181      16.503       4.031        0.70     167351.    0.5695  
        7.85      0.0471      0.1362      0.0578      0.0200       0.562       1.610       3.654     418.935       0.182      16.254       3.956        0.70     167417.    0.5547  
       10.47      0.0628      0.1781      0.0569      0.0201       0.563       1.613       3.593     419.916       0.182      15.981       3.881        0.70     167489.    0.5395  
       13.09      0.0785      0.2183      0.0558      0.0201       0.564       1.615       3.526     420.333       0.182      15.682       3.804        0.70     167565.    0.5239  
       15.70      0.0942      0.2566      0.0546      0.0201       0.563       1.614       3.452     420.102       0.182      15.356       3.727        0.70     167646.    0.5079  
       18.32      0.1099      0.2931      0.0534      0.0200       0.562       1.610       3.372     419.132       0.182      15.001       3.650        0.70     167731.    0.4916  
       20.94      0.1256      0.3278      0.0520      0.0199       0.560       1.603       3.286     417.332       0.181      14.616       3.571        0.70     167822.    0.4748  
       23.56      0.1413      0.3606      0.0505      0.0198       0.556       1.593       3.192     414.613       0.180      14.200       3.492        0.70     167918.    0.4577  
       26.17      0.1570      0.3916      0.0489      0.0196       0.551       1.579       3.092     410.885       0.178      13.753       3.413        0.70     168020.    0.4402  
       28.79      0.1727      0.4207      0.0472      0.0194       0.545       1.560       2.984     406.058       0.176      13.273       3.333        0.70     168126.    0.4223  
       31.41      0.1884      0.4478      0.0454      0.0191       0.536       1.537       2.869     400.045       0.174      12.760       3.253        0.70     168238.    0.4040  
       34.02      0.2041      0.4730      0.0435      0.0188       0.527       1.509       2.746     392.764       0.170      12.213       3.171        0.70     168355.    0.3854  
       36.64      0.2198      0.4961      0.0414      0.0183       0.515       1.476       2.615     384.140       0.167      11.633       3.088        0.70     168478.    0.3663  
       39.26      0.2356      0.5170      0.0392      0.0179       0.502       1.437       2.478     374.115       0.162      11.020       3.004        0.70     168606.    0.3468  
       41.88      0.2513      0.5355      0.0369      0.0173       0.486       1.393       2.332     362.651       0.157      10.375       2.917        0.70     168739.    0.3268  
       44.49      0.2670      0.5516      0.0345      0.0167       0.469       1.344       2.180     349.721       0.152       9.698       2.828        0.70     168878.    0.3063  
       47.11      0.2827      0.5648      0.0320      0.0160       0.450       1.288       2.022     335.314       0.146       8.992       2.735        0.70     169022.    0.2852  
